<<<<<<< HEAD
1.381843679999999834e-04,0.000000000000000000e+00,5.571690589256645537e-02,1.081698208245525233e-01,5.702979476617378813e-08
2.022698719999999962e-04,0.000000000000000000e+00,5.123570318628883208e-02,1.031449369288086892e-01,6.726359825164932979e-08
2.663553760000000360e-04,0.000000000000000000e+00,4.715835478481471971e-02,9.039871942481832179e-02,6.080826649058607404e-08
3.304408799999999946e-04,0.000000000000000000e+00,4.403010295903687227e-02,8.547441848700189360e-02,5.475650324908305031e-08
3.945263840000000073e-04,0.000000000000000000e+00,3.933917370907212552e-02,7.683209708770027957e-02,5.670307234190329874e-08
4.586118880000000200e-04,0.000000000000000000e+00,3.757869259667297873e-02,7.142265152533482098e-02,5.863995237208229603e-08
5.226973919999999786e-04,0.000000000000000000e+00,3.559959435000102645e-02,6.698051078704689298e-02,5.736841693690700905e-08
5.867828959999999913e-04,0.000000000000000000e+00,3.322145770174438073e-02,6.628058376461277990e-02,6.017489572861278885e-08
6.508684000000000041e-04,0.000000000000000000e+00,3.216360959859648760e-02,6.245581842252487248e-02,6.179187445905201500e-08
7.409886399999999779e-05,0.000000000000000000e+00,6.053116573605669265e-02,1.085793419228275741e-01,5.855500179743631033e-08
1.001336000000000030e-05,0.000000000000000000e+00,5.557607117693727505e-02,-8.359167115032560824e-01,4.277170971357677601e-08
=======
1.381843679999999834e-04,0.000000000000000000e+00,5.571796613829589628e-02,1.081701520746705808e-01,5.703001847406416490e-08
2.022698719999999962e-04,0.000000000000000000e+00,5.123667815851008778e-02,1.031453885107465190e-01,6.726345593723625948e-08
2.663553760000000360e-04,0.000000000000000000e+00,4.715925216853459473e-02,9.039902453195722276e-02,6.080836271671650534e-08
3.304408799999999946e-04,0.000000000000000000e+00,4.403094081476274790e-02,8.547479774103979022e-02,5.475691686968680199e-08
3.945263840000000073e-04,0.000000000000000000e+00,3.933992230037055421e-02,7.683242879881681253e-02,5.670297800770243573e-08
4.586118880000000200e-04,0.000000000000000000e+00,3.757940768750055172e-02,7.142287405255273725e-02,5.864005071674583039e-08
5.226973919999999786e-04,0.000000000000000000e+00,3.560027178025806927e-02,6.698081679394307653e-02,5.736835256839524643e-08
5.867828959999999913e-04,0.000000000000000000e+00,3.322208987806664349e-02,6.628087425704637381e-02,6.017515923178628013e-08
6.508684000000000041e-04,0.000000000000000000e+00,3.216422164496150760e-02,6.245610434747396467e-02,6.179193099130256267e-08
7.409886399999999779e-05,0.000000000000000000e+00,6.053231759309079391e-02,1.085798126890212406e-01,5.855501578102190816e-08
1.001336000000000030e-05,0.000000000000000000e+00,5.557712874270091807e-02,-8.359166769904344818e-01,4.277282867283395129e-08
>>>>>>> origin/master
