1.068000000000000034e-07,1.100807091661668187e-02
1.070000000000000052e-07,1.097013700049922352e-02
1.071999999999999938e-07,1.093233510096504497e-02
1.073999999999999956e-07,1.089466475857362240e-02
1.075999999999999974e-07,1.085712551548336478e-02
1.077999999999999991e-07,1.081971691544605409e-02
1.080000000000000009e-07,1.078243850380128377e-02
1.082000000000000027e-07,1.074528982747095449e-02
1.084000000000000045e-07,1.070827043495375074e-02
1.086000000000000063e-07,1.067137987631966607e-02
1.087999999999999949e-07,1.063461770320451791e-02
1.089999999999999967e-07,1.059798346880452130e-02
1.091999999999999984e-07,1.056147672787082978e-02
1.094000000000000002e-07,1.052509703670415943e-02
1.096000000000000020e-07,1.048884395314936095e-02
1.098000000000000038e-07,1.045271703659006630e-02
1.100000000000000056e-07,1.041671584794333014e-02
1.101999999999999942e-07,1.038083994965428858e-02
1.103999999999999960e-07,1.034508890569084752e-02
1.105999999999999977e-07,1.030946228153837782e-02
1.107999999999999995e-07,1.027395964419443655e-02
1.110000000000000013e-07,1.023858056216350385e-02
1.112000000000000031e-07,1.020332460545174055e-02
1.114000000000000049e-07,1.016819134556175806e-02
1.115999999999999935e-07,1.013318035548741933e-02
1.117999999999999953e-07,1.009829120970862949e-02
1.119999999999999970e-07,1.006352348418618724e-02
1.121999999999999988e-07,1.002887675635661877e-02
1.124000000000000006e-07,9.994350605127044762e-03
1.126000000000000024e-07,9.959944610870059487e-03
1.128000000000000042e-07,9.925658355418634157e-03
1.130000000000000060e-07,9.891491422061034211e-03
1.131999999999999946e-07,9.857443395535759115e-03
1.133999999999999964e-07,9.823513862026475238e-03
1.135999999999999981e-07,9.789702409157018115e-03
1.137999999999999999e-07,9.756008625986351337e-03
1.140000000000000017e-07,9.722432103003587900e-03
1.142000000000000035e-07,9.688972432123018480e-03
1.144000000000000053e-07,9.655629206679127580e-03
1.145999999999999939e-07,9.622402021421679053e-03
1.147999999999999957e-07,9.589290472510765204e-03
1.149999999999999974e-07,9.556294157511920073e-03
1.151999999999999992e-07,9.523412675391218843e-03
1.154000000000000010e-07,9.490645626510399793e-03
1.156000000000000028e-07,9.457992612622010548e-03
1.158000000000000046e-07,9.425453236864576867e-03
1.160000000000000064e-07,9.393027103757766241e-03
1.161999999999999950e-07,9.360713819197577501e-03
1.163999999999999967e-07,9.328512990451579001e-03
1.165999999999999985e-07,9.296424226154094764e-03
1.168000000000000003e-07,9.264447136301482560e-03
1.170000000000000021e-07,9.232581332247373831e-03
1.172000000000000039e-07,9.200826426697965646e-03
1.174000000000000057e-07,9.169182033707290111e-03
1.175999999999999943e-07,9.137647768672553170e-03
1.177999999999999960e-07,9.106223248329426562e-03
1.179999999999999978e-07,9.074908090747426520e-03
1.181999999999999996e-07,9.043701915325249099e-03
1.184000000000000014e-07,9.012604342786134995e-03
1.186000000000000032e-07,8.981614995173291607e-03
1.188000000000000050e-07,8.950733495845271739e-03
1.189999999999999936e-07,8.919959469471413008e-03
1.191999999999999953e-07,8.889292542027251234e-03
1.193999999999999971e-07,8.858732340790015369e-03
1.196000000000000122e-07,8.828278494334049556e-03
1.198000000000000007e-07,8.797930632526351422e-03
1.199999999999999893e-07,8.767688386522023633e-03
1.202000000000000043e-07,8.737551388759813922e-03
1.203999999999999929e-07,8.707519272957656847e-03
1.206000000000000079e-07,8.677591674108206879e-03
1.207999999999999964e-07,8.647768228474413121e-03
1.210000000000000115e-07,8.618048573585078420e-03
1.212000000000000000e-07,8.588432348230482655e-03
1.213999999999999886e-07,8.558919192457964398e-03
1.216000000000000036e-07,8.529508747567571963e-03
1.217999999999999922e-07,8.500200656107690170e-03
1.220000000000000072e-07,8.470994561870684447e-03
1.221999999999999957e-07,8.441890109888600460e-03
1.224000000000000108e-07,8.412886946428822094e-03
1.225999999999999993e-07,8.383984718989797094e-03
1.227999999999999879e-07,8.355183076296724548e-03
1.230000000000000029e-07,8.326481668297299604e-03
1.231999999999999915e-07,8.297880146157482484e-03
1.234000000000000065e-07,8.269378162257211978e-03
1.235999999999999950e-07,8.240975370186216092e-03
1.238000000000000101e-07,8.212671424739781054e-03
1.239999999999999986e-07,8.184465981914584506e-03
1.241999999999999872e-07,8.156358698904476665e-03
1.244000000000000022e-07,8.128349234096336057e-03
1.245999999999999908e-07,8.100437247065918334e-03
1.248000000000000058e-07,8.072622398573712013e-03
1.249999999999999943e-07,8.044904350560821982e-03
1.252000000000000094e-07,8.017282766144846057e-03
1.253999999999999979e-07,7.989757309615803590e-03
1.256000000000000130e-07,7.962327646432027645e-03
1.258000000000000015e-07,7.934993443216135228e-03
1.259999999999999901e-07,7.907754367750936819e-03
1.262000000000000051e-07,7.880610088975415276e-03
1.263999999999999936e-07,7.853560276980715155e-03
1.266000000000000087e-07,7.826604603006114685e-03
1.267999999999999972e-07,7.799742739435039374e-03
1.270000000000000123e-07,7.772974359791066934e-03
1.272000000000000008e-07,7.746299138733978192e-03
1.273999999999999894e-07,7.719716752055800178e-03
1.276000000000000044e-07,7.693226876676840555e-03
1.277999999999999929e-07,7.666829190641801829e-03
1.280000000000000080e-07,7.640523373115824454e-03
1.281999999999999965e-07,7.614309104380634005e-03
1.284000000000000116e-07,7.588186065830610297e-03
1.286000000000000001e-07,7.562153939968951043e-03
1.287999999999999887e-07,7.536212410403785207e-03
1.290000000000000037e-07,7.510361161844340133e-03
1.291999999999999922e-07,7.484599880097126019e-03
1.294000000000000073e-07,7.458928252062083097e-03
1.295999999999999958e-07,7.433345965728804274e-03
1.298000000000000109e-07,7.407852710172719603e-03
1.299999999999999994e-07,7.382448175551351889e-03
1.301999999999999880e-07,7.357132053100511569e-03
1.304000000000000030e-07,7.331904035130563588e-03
1.305999999999999915e-07,7.306763815022691670e-03
1.308000000000000066e-07,7.281711087225165198e-03
1.309999999999999951e-07,7.256745547249626900e-03
1.312000000000000102e-07,7.231866891667384015e-03
1.313999999999999987e-07,7.207074818105737614e-03
1.315999999999999873e-07,7.182369025244296316e-03
1.318000000000000023e-07,7.157749212811308215e-03
1.319999999999999909e-07,7.133215081580029232e-03
1.322000000000000059e-07,7.108766333365062855e-03
1.323999999999999944e-07,7.084402671018770123e-03
1.326000000000000095e-07,7.060123798427615435e-03
1.327999999999999980e-07,7.035929420508605162e-03
1.330000000000000130e-07,7.011819243205672479e-03
1.332000000000000016e-07,6.987792973486125526e-03
1.333999999999999902e-07,6.963850319337079077e-03
1.336000000000000052e-07,6.939990989761892284e-03
1.337999999999999937e-07,6.916214694776653266e-03
1.340000000000000088e-07,6.892521145406632459e-03
1.341999999999999973e-07,6.868910053682802767e-03
1.344000000000000123e-07,6.845381132638295521e-03
1.346000000000000009e-07,6.821934096304955314e-03
1.347999999999999895e-07,6.798568659709829792e-03
1.350000000000000045e-07,6.775284538871731432e-03
1.351999999999999930e-07,6.752081450797778502e-03
1.354000000000000081e-07,6.728959113479942092e-03
1.355999999999999966e-07,6.705917245891639122e-03
1.358000000000000116e-07,6.682955567984306261e-03
1.360000000000000002e-07,6.660073800683999866e-03
1.361999999999999888e-07,6.637271665887994193e-03
1.364000000000000038e-07,6.614548886461411696e-03
1.365999999999999923e-07,6.591905186233854193e-03
1.368000000000000074e-07,6.569340289996047910e-03
1.369999999999999959e-07,6.546853923496489397e-03
1.372000000000000109e-07,6.524445813438115721e-03
1.373999999999999995e-07,6.502115687474991149e-03
1.375999999999999881e-07,6.479863274208991220e-03
1.378000000000000031e-07,6.457688303186492895e-03
1.379999999999999916e-07,6.435590504895115013e-03
1.382000000000000067e-07,6.413569610760406700e-03
1.383999999999999952e-07,6.391625353142625990e-03
1.386000000000000102e-07,6.369757465333441247e-03
1.387999999999999988e-07,6.347965681552727134e-03
1.389999999999999874e-07,6.326249736945308531e-03
1.392000000000000024e-07,6.304609367577759978e-03
1.393999999999999909e-07,6.283044310435189489e-03
