SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 1/22/2015
TIME: 4:31 PM

STIMULUS, RESPONSE
 8.927000E+9,   4.786E-1
 8.927100E+9,   4.786E-1
 8.927200E+9,   4.781E-1
 8.927300E+9,   4.642E-1
 8.927400E+9,   4.791E-1
 8.927500E+9,   4.776E-1
 8.927600E+9,   4.771E-1
 8.927700E+9,   4.781E-1
 8.927800E+9,   4.771E-1
 8.927900E+9,   4.756E-1
 8.928000E+9,   4.737E-1
 8.928100E+9,   4.751E-1
 8.928200E+9,   4.756E-1
 8.928300E+9,   4.751E-1
 8.928400E+9,   4.707E-1
 8.928500E+9,   4.751E-1
 8.928600E+9,   4.746E-1
 8.928700E+9,   4.746E-1
 8.928800E+9,   4.741E-1
 8.928900E+9,   4.732E-1
 8.929000E+9,   4.732E-1
 8.929100E+9,   4.746E-1
 8.929200E+9,   4.722E-1
 8.929300E+9,   4.707E-1
 8.929400E+9,   4.712E-1
 8.929500E+9,   4.722E-1
 8.929600E+9,   4.712E-1
 8.929700E+9,   4.727E-1
 8.929800E+9,   4.692E-1
 8.929900E+9,   4.692E-1
 8.930000E+9,   4.652E-1
 8.930100E+9,   4.697E-1
 8.930200E+9,   4.677E-1
 8.930300E+9,   4.692E-1
 8.930400E+9,   4.687E-1
 8.930500E+9,   4.667E-1
 8.930600E+9,   4.677E-1
 8.930700E+9,   4.692E-1
 8.930800E+9,   4.672E-1
 8.930900E+9,   4.662E-1
 8.931000E+9,   4.662E-1
 8.931100E+9,   4.672E-1
 8.931200E+9,   4.647E-1
 8.931300E+9,   4.657E-1
 8.931400E+9,   4.642E-1
 8.931500E+9,   4.647E-1
 8.931600E+9,   4.637E-1
 8.931700E+9,   4.637E-1
 8.931800E+9,   4.632E-1
 8.931900E+9,   4.628E-1
 8.932000E+9,   4.623E-1
 8.932100E+9,   4.628E-1
 8.932200E+9,   4.608E-1
 8.932300E+9,   4.618E-1
 8.932400E+9,   4.608E-1
 8.932500E+9,   4.593E-1
 8.932600E+9,   4.588E-1
 8.932700E+9,   4.593E-1
 8.932800E+9,   4.593E-1
 8.932900E+9,   4.578E-1
 8.933000E+9,   4.583E-1
 8.933100E+9,   4.578E-1
 8.933200E+9,   4.558E-1
 8.933300E+9,   4.558E-1
 8.933400E+9,   4.563E-1
 8.933500E+9,   4.558E-1
 8.933600E+9,   4.543E-1
 8.933700E+9,   4.523E-1
 8.933800E+9,   4.538E-1
 8.933900E+9,   4.533E-1
 8.934000E+9,   4.538E-1
 8.934100E+9,   4.533E-1
 8.934200E+9,   4.519E-1
 8.934300E+9,   4.509E-1
 8.934400E+9,   4.499E-1
 8.934500E+9,   4.499E-1
 8.934600E+9,   4.489E-1
 8.934700E+9,   4.474E-1
 8.934800E+9,   4.459E-1
 8.934900E+9,   4.469E-1
 8.935000E+9,   4.464E-1
 8.935100E+9,   4.464E-1
 8.935200E+9,   4.444E-1
 8.935300E+9,   4.375E-1
 8.935400E+9,   4.439E-1
 8.935500E+9,   4.439E-1
 8.935600E+9,   4.429E-1
 8.935700E+9,   4.424E-1
 8.935800E+9,   4.410E-1
 8.935900E+9,   4.405E-1
 8.936000E+9,   4.414E-1
 8.936100E+9,   4.395E-1
 8.936200E+9,   4.385E-1
 8.936300E+9,   4.385E-1
 8.936400E+9,   4.370E-1
 8.936500E+9,   4.360E-1
 8.936600E+9,   4.350E-1
 8.936700E+9,   4.340E-1
 8.936800E+9,   4.340E-1
 8.936900E+9,   4.330E-1
 8.937000E+9,   4.320E-1
 8.937100E+9,   4.301E-1
 8.937200E+9,   4.305E-1
 8.937300E+9,   4.301E-1
 8.937400E+9,   4.266E-1
 8.937500E+9,   4.261E-1
 8.937600E+9,   4.261E-1
 8.937700E+9,   4.271E-1
 8.937800E+9,   4.246E-1
 8.937900E+9,   4.241E-1
 8.938000E+9,   4.157E-1
 8.938100E+9,   4.221E-1
 8.938200E+9,   4.211E-1
 8.938300E+9,   4.196E-1
 8.938400E+9,   4.201E-1
 8.938500E+9,   4.187E-1
 8.938600E+9,   4.177E-1
 8.938700E+9,   4.167E-1
 8.938800E+9,   4.152E-1
 8.938900E+9,   4.147E-1
 8.939000E+9,   4.142E-1
 8.939100E+9,   4.117E-1
 8.939200E+9,   4.112E-1
 8.939300E+9,   4.102E-1
 8.939400E+9,   4.092E-1
 8.939500E+9,   4.083E-1
 8.939600E+9,   4.063E-1
 8.939700E+9,   4.053E-1
 8.939800E+9,   4.038E-1
 8.939900E+9,   4.028E-1
 8.940000E+9,   4.018E-1
 8.940100E+9,   4.008E-1
 8.940200E+9,   3.993E-1
 8.940300E+9,   3.974E-1
 8.940400E+9,   3.879E-1
 8.940500E+9,   3.939E-1
 8.940600E+9,   3.850E-1
 8.940700E+9,   3.929E-1
 8.940800E+9,   3.899E-1
 8.940900E+9,   3.899E-1
 8.941000E+9,   3.884E-1
 8.941100E+9,   3.865E-1
 8.941200E+9,   3.850E-1
 8.941300E+9,   3.845E-1
 8.941400E+9,   3.815E-1
 8.941500E+9,   3.805E-1
 8.941600E+9,   3.795E-1
 8.941700E+9,   3.780E-1
 8.941800E+9,   3.760E-1
 8.941900E+9,   3.731E-1
 8.942000E+9,   3.731E-1
 8.942100E+9,   3.716E-1
 8.942200E+9,   3.691E-1
 8.942300E+9,   3.666E-1
 8.942400E+9,   3.656E-1
 8.942500E+9,   3.642E-1
 8.942600E+9,   3.627E-1
 8.942700E+9,   3.607E-1
 8.942800E+9,   3.577E-1
 8.942900E+9,   3.567E-1
 8.943000E+9,   3.547E-1
 8.943100E+9,   3.533E-1
 8.943200E+9,   3.498E-1
 8.943300E+9,   3.468E-1
 8.943400E+9,   3.463E-1
 8.943500E+9,   3.438E-1
 8.943600E+9,   3.429E-1
 8.943700E+9,   3.399E-1
 8.943800E+9,   3.384E-1
 8.943900E+9,   3.354E-1
 8.944000E+9,   3.334E-1
 8.944100E+9,   3.310E-1
 8.944200E+9,   3.290E-1
 8.944300E+9,   3.250E-1
 8.944400E+9,   3.225E-1
 8.944500E+9,   3.225E-1
 8.944600E+9,   3.196E-1
 8.944700E+9,   3.166E-1
 8.944800E+9,   3.141E-1
 8.944900E+9,   3.131E-1
 8.945000E+9,   3.097E-1
 8.945100E+9,   3.062E-1
 8.945200E+9,   3.047E-1
 8.945300E+9,   3.027E-1
 8.945400E+9,   2.988E-1
 8.945500E+9,   2.963E-1
 8.945600E+9,   2.943E-1
 8.945700E+9,   2.908E-1
 8.945800E+9,   2.884E-1
 8.945900E+9,   2.859E-1
 8.946000E+9,   2.819E-1
 8.946100E+9,   2.799E-1
 8.946200E+9,   2.750E-1
 8.946300E+9,   2.725E-1
 8.946400E+9,   2.700E-1
 8.946500E+9,   2.656E-1
 8.946600E+9,   2.636E-1
 8.946700E+9,   2.621E-1
 8.946800E+9,   2.576E-1
 8.946900E+9,   2.537E-1
 8.947000E+9,   2.502E-1
 8.947100E+9,   2.477E-1
 8.947200E+9,   2.448E-1
 8.947300E+9,   2.408E-1
 8.947400E+9,   2.358E-1
 8.947500E+9,   2.334E-1
 8.947600E+9,   2.299E-1
 8.947700E+9,   2.254E-1
 8.947800E+9,   2.234E-1
 8.947900E+9,   2.205E-1
 8.948000E+9,   2.165E-1
 8.948100E+9,   2.106E-1
 8.948200E+9,   2.066E-1
 8.948300E+9,   2.046E-1
 8.948400E+9,   2.016E-1
 8.948500E+9,   1.972E-1
 8.948600E+9,   1.937E-1
 8.948700E+9,   1.893E-1
 8.948800E+9,   1.838E-1
 8.948900E+9,   1.803E-1
 8.949000E+9,   1.754E-1
 8.949100E+9,   1.709E-1
 8.949200E+9,   1.680E-1
 8.949300E+9,   1.615E-1
 8.949400E+9,   1.615E-1
 8.949500E+9,   1.546E-1
 8.949600E+9,   1.516E-1
 8.949700E+9,   1.476E-1
 8.949800E+9,   1.437E-1
 8.949900E+9,   1.397E-1
 8.950000E+9,   1.358E-1
 8.950100E+9,   1.288E-1
 8.950200E+9,   1.278E-1
 8.950300E+9,   1.224E-1
 8.950400E+9,   1.174E-1
 8.950500E+9,   1.125E-1
 8.950600E+9,   1.105E-1
 8.950700E+9,   1.045E-1
 8.950800E+9,   1.006E-1
 8.950900E+9,   9.562E-2
 8.951000E+9,   9.265E-2
 8.951100E+9,   8.769E-2
 8.951200E+9,   8.274E-2
 8.951300E+9,   7.878E-2
 8.951400E+9,   7.630E-2
 8.951500E+9,   7.085E-2
 8.951600E+9,   6.738E-2
 8.951700E+9,   6.391E-2
 8.951800E+9,   5.945E-2
 8.951900E+9,   5.648E-2
 8.952000E+9,   5.202E-2
 8.952100E+9,   4.955E-2
 8.952200E+9,   4.509E-2
 8.952300E+9,   4.112E-2
 8.952400E+9,   3.865E-2
 8.952500E+9,   3.716E-2
 8.952600E+9,   3.468E-2
 8.952700E+9,   3.369E-2
 8.952800E+9,   3.369E-2
 8.952900E+9,   3.419E-2
 8.953000E+9,   3.468E-2
 8.953100E+9,   3.666E-2
 8.953200E+9,   3.865E-2
 8.953300E+9,   4.261E-2
 8.953400E+9,   4.459E-2
 8.953500E+9,   4.905E-2
 8.953600E+9,   4.855E-2
 8.953700E+9,   5.549E-2
 8.953800E+9,   5.500E-2
 8.953900E+9,   6.391E-2
 8.954000E+9,   6.292E-2
 8.954100E+9,   7.134E-2
 8.954200E+9,   7.531E-2
 8.954300E+9,   7.729E-2
 8.954400E+9,   8.076E-2
 8.954500E+9,   8.670E-2
 8.954600E+9,   9.265E-2
 8.954700E+9,   9.513E-2
 8.954800E+9,   1.006E-1
 8.954900E+9,   1.045E-1
 8.955000E+9,   1.090E-1
 8.955100E+9,   1.075E-1
 8.955200E+9,   1.179E-1
 8.955300E+9,   1.209E-1
 8.955400E+9,   1.253E-1
 8.955500E+9,   1.253E-1
 8.955600E+9,   1.338E-1
 8.955700E+9,   1.372E-1
 8.955800E+9,   1.427E-1
 8.955900E+9,   1.457E-1
 8.956000E+9,   1.526E-1
 8.956100E+9,   1.561E-1
 8.956200E+9,   1.610E-1
 8.956300E+9,   1.660E-1
 8.956400E+9,   1.645E-1
 8.956500E+9,   1.709E-1
 8.956600E+9,   1.769E-1
 8.956700E+9,   1.798E-1
 8.956800E+9,   1.813E-1
 8.956900E+9,   1.893E-1
 8.957000E+9,   1.907E-1
 8.957100E+9,   1.937E-1
 8.957200E+9,   2.007E-1
 8.957300E+9,   2.007E-1
 8.957400E+9,   2.076E-1
 8.957500E+9,   2.125E-1
 8.957600E+9,   2.135E-1
 8.957700E+9,   2.205E-1
 8.957800E+9,   2.195E-1
 8.957900E+9,   2.249E-1
 8.958000E+9,   2.294E-1
 8.958100E+9,   2.339E-1
 8.958200E+9,   2.324E-1
 8.958300E+9,   2.398E-1
 8.958400E+9,   2.433E-1
 8.958500E+9,   2.467E-1
 8.958600E+9,   2.502E-1
 8.958700E+9,   2.532E-1
 8.958800E+9,   2.561E-1
 8.958900E+9,   2.611E-1
 8.959000E+9,   2.596E-1
 8.959100E+9,   2.656E-1
 8.959200E+9,   2.700E-1
