3/13/2015 12:33:21 PM
1.9OD_4.00E-5J_5_p0_-3.118600E+0V.csv

Time (s),CH4,MATH,
-1.020000E-6,0.167500,0.000862
-1.019000E-6,0.166250,0.000899
-1.018000E-6,0.168281,0.000929
-1.017000E-6,0.163594,0.000941
-1.016000E-6,0.167656,0.000911
-1.015000E-6,0.164062,0.000890
-1.014000E-6,0.172500,0.000887
-1.013000E-6,0.171563,0.000888
-1.012000E-6,0.163438,0.000886
-1.011000E-6,0.171250,0.000886
-1.010000E-6,0.162031,0.000878
-1.009000E-6,0.163906,0.000870
-1.008000E-6,0.167031,0.000854
-1.007000E-6,0.172813,0.000832
-1.006000E-6,0.165000,0.000803
-1.005000E-6,0.170000,0.000784
-1.004000E-6,0.168281,0.000777
-1.003000E-6,0.169063,0.000778
-1.002000E-6,0.169063,0.000756
-1.001000E-6,0.166563,0.000716
-1.000000E-6,0.175469,0.000706
-9.990000E-7,0.169219,0.000707
-9.980000E-7,0.164531,0.000723
-9.970000E-7,0.173906,0.000748
-9.960000E-7,0.168281,0.000788
-9.950000E-7,0.167344,0.000802
-9.940000E-7,0.164844,0.000819
-9.930000E-7,0.164531,0.000840
-9.920000E-7,0.169687,0.000823
-9.910000E-7,0.167969,0.000837
-9.900000E-7,0.170000,0.000820
-9.890000E-7,0.168750,0.000819
-9.880000E-7,0.165625,0.000789
-9.870000E-7,0.172500,0.000807
-9.860000E-7,0.171563,0.000817
-9.850000E-7,0.168281,0.000788
-9.840000E-7,0.171875,0.000784
-9.830000E-7,0.173281,0.000758
-9.820000E-7,0.172500,0.000737
-9.810000E-7,0.172344,0.000739
-9.800000E-7,0.169219,0.000764
-9.790000E-7,0.169219,0.000776
-9.780000E-7,0.172656,0.000797
-9.770000E-7,0.169531,0.000779
-9.760000E-7,0.170156,0.000793
-9.750000E-7,0.167344,0.000801
-9.740000E-7,0.170625,0.000824
-9.730000E-7,0.167344,0.000833
-9.720000E-7,0.166094,0.000861
-9.710000E-7,0.172656,0.000851
-9.700000E-7,0.170937,0.000864
-9.690000E-7,0.173594,0.000898
-9.680000E-7,0.172187,0.000905
-9.670000E-7,0.173125,0.000902
-9.660000E-7,0.166875,0.000891
-9.650000E-7,0.170625,0.000867
-9.640000E-7,0.171563,0.000802
-9.630000E-7,0.166875,0.000785
-9.620000E-7,0.167813,0.000751
-9.610000E-7,0.173594,0.000726
-9.600000E-7,0.173906,0.000701
-9.590000E-7,0.170156,0.000693
-9.580000E-7,0.169844,0.000699
-9.570000E-7,0.171719,0.000723
-9.560000E-7,0.173906,0.000729
-9.550000E-7,0.174219,0.000741
-9.540000E-7,0.173906,0.000755
-9.530000E-7,0.169531,0.000780
-9.520000E-7,0.174219,0.000796
-9.510000E-7,0.170156,0.000806
-9.500000E-7,0.167656,0.000831
-9.490000E-7,0.169844,0.000883
-9.480000E-7,0.170313,0.000928
